design,clock_period_ns,input_delay,output_delay,cell_count,chip_area,wns,tns,setup_violated
multiplier_4bit,5.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,5.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,5.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,5.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,5.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,5.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,5.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,6.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,6.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,6.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,6.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,6.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,6.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,6.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,6.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,6.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,6.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,7.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,7.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,7.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,7.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,7.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,7.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,7.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,7.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,7.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,7.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,8.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,8.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,8.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,8.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,8.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,8.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,8.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,8.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,8.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,8.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,9.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,9.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,9.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,9.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,9.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,9.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,9.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,9.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,9.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,9.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,10.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,10.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,10.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,10.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,10.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,10.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,10.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,10.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,10.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,10.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,11.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,11.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,11.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,11.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,11.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,11.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,11.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,11.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,11.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,11.5,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,12.0,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,12.0,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,12.0,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,12.0,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,12.0,2.0,2.0,60,528.006400,0.00,0.00,0
multiplier_4bit,12.5,0.2,0.2,60,528.006400,0.00,0.00,0
multiplier_4bit,12.5,0.5,0.5,60,528.006400,0.00,0.00,0
multiplier_4bit,12.5,1.0,1.0,60,528.006400,0.00,0.00,0
multiplier_4bit,12.5,1.5,1.5,60,528.006400,0.00,0.00,0
multiplier_4bit,12.5,2.0,2.0,60,528.006400,0.00,0.00,0
counter_8bit,3.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,3.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,3.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,3.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,3.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,3.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,3.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,3.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,3.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,3.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,4.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,4.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,4.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,4.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,4.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,4.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,4.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,4.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,4.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,4.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,5.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,5.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,5.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,5.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,5.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,5.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,5.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,5.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,5.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,5.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,6.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,6.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,6.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,6.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,6.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,6.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,6.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,6.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,6.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,6.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,7.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,7.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,7.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,7.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,7.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,7.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,7.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,7.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,7.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,7.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,8.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,8.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,8.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,8.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,8.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,8.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,8.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,8.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,8.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,8.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,9.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,9.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,9.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,9.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,9.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,9.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,9.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,9.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,9.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,9.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,10.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,10.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,10.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,10.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,10.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,10.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,10.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,10.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,10.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,10.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,11.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,11.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,11.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,11.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,11.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,11.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,11.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,11.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,11.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,11.5,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,12.0,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,12.0,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,12.0,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,12.0,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,12.0,2.0,2.0,51,395.379200,0.00,0.00,0
counter_8bit,12.5,0.2,0.2,51,395.379200,0.00,0.00,0
counter_8bit,12.5,0.5,0.5,51,395.379200,0.00,0.00,0
counter_8bit,12.5,1.0,1.0,51,395.379200,0.00,0.00,0
counter_8bit,12.5,1.5,1.5,51,395.379200,0.00,0.00,0
counter_8bit,12.5,2.0,2.0,51,395.379200,0.00,0.00,0
shift_register,3.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,3.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,3.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,3.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,3.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,3.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,3.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,3.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,3.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,3.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,4.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,4.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,4.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,4.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,4.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,4.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,4.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,4.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,4.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,4.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,5.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,5.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,5.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,5.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,5.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,5.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,5.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,5.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,5.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,5.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,6.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,6.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,6.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,6.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,6.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,6.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,6.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,6.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,6.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,6.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,7.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,7.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,7.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,7.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,7.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,7.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,7.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,7.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,7.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,7.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,8.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,8.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,8.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,8.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,8.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,8.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,8.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,8.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,8.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,8.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,9.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,9.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,9.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,9.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,9.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,9.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,9.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,9.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,9.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,9.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,10.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,10.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,10.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,10.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,10.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,10.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,10.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,10.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,10.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,10.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,11.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,11.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,11.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,11.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,11.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,11.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,11.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,11.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,11.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,11.5,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,12.0,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,12.0,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,12.0,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,12.0,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,12.0,2.0,2.0,16,210.201600,0.00,0.00,0
shift_register,12.5,0.2,0.2,16,210.201600,0.00,0.00,0
shift_register,12.5,0.5,0.5,16,210.201600,0.00,0.00,0
shift_register,12.5,1.0,1.0,16,210.201600,0.00,0.00,0
shift_register,12.5,1.5,1.5,16,210.201600,0.00,0.00,0
shift_register,12.5,2.0,2.0,16,210.201600,0.00,0.00,0
